@relation 'train_sample_45K-weka.filters.unsupervised.attribute.Remove-R1,16-20,22-23,25-28,30-31,33-34,36,39-41'

@attribute Label {0,1}
@attribute I1 numeric
@attribute I2 numeric
@attribute I3 numeric
@attribute I4 numeric
@attribute I5 numeric
@attribute I6 numeric
@attribute I7 numeric
@attribute I8 numeric
@attribute I9 numeric
@attribute I10 numeric
@attribute I11 numeric
@attribute I12 numeric
@attribute I13 numeric
@attribute C6 {fe6b92e5,7e0ccccf,fbad5c96,13718bbd,6f6d9be8,3bf701e7,c05778d5,f1f2de2d,e3520422,3bc1ed4d,c76aecf6,3c46edb2}
@attribute C9 {a73ee510,7cc72ec2,a18233ea}
@attribute C14 {07d13a8f,1adce6ef,b28479f6,f7c1b33f,32813e21,64c94865,d2dfe871,ad1cc976,051219e6,f862f261,cfef1c29,8ceecbc8,687dfaf4,0601d3b5,91233270,243a4e68,ec19f520,ab7390e9,26ac7cf4,dcd762ee,e8dce07a,95a6ab8c,cf1fc48d,5aebfb83,0bc7c8c2}
@attribute C17 {e5ba7672,07c540c4,d4bb7bd8,776ce399,1e88c74f,3486227d,2005abd1,27c07bd6,8efede7f}
@attribute C20 {5840adea,a458ea53,b1252a9d}
@attribute C22 {c9d4222a,ad3062eb,78e2e389,8651fddb,8ec974f4,c0061c6d,ccfd4002,49e825c5,28f45308,1856e93d}
@attribute C23 {3a171ecb,32c7478e,85d5a995,bcdee96c,423fab69,c7dc6720,be7c41b4,55dd3565,c3dc6cef,dbb486d7,93bad2c0,b264a060,72592995,25e3c76b}

@data
0,0,1,2,1,2446,19,39,3,136,0,7,1,3,7e0ccccf,a73ee510,64c94865,3486227d,?,ad3062eb,423fab69
0,?,5,9,6,6756,188,10,6,106,?,3,?,6,fbad5c96,a73ee510,cfef1c29,e5ba7672,?,?,3a171ecb
1,6,0,8,3,640,14,11,22,561,1,2,0,3,fbad5c96,a73ee510,b28479f6,e5ba7672,a458ea53,?,bcdee96c
0,0,0,104,1,7007,53,3,2,55,0,2,?,1,7e0ccccf,a73ee510,07d13a8f,07c540c4,b1252a9d,?,55dd3565
0,0,-1,?,?,3710,22,4,3,25,0,2,1,?,fbad5c96,a73ee510,07d13a8f,3486227d,5840adea,?,32c7478e
1,0,1,7,5,2213,20,24,7,113,0,9,?,5,fe6b92e5,a73ee510,07d13a8f,e5ba7672,a458ea53,c9d4222a,423fab69
1,3,780,23,25,110,40,3,12,41,1,1,0,40,fbad5c96,a73ee510,cfef1c29,e5ba7672,b1252a9d,ad3062eb,bcdee96c
0,4,6,2,11,1020,11,10,10,18,1,3,0,11,?,a73ee510,1adce6ef,27c07bd6,a458ea53,?,3a171ecb
0,13,-1,?,?,146,0,18,12,16,2,3,1,?,?,a73ee510,07d13a8f,3486227d,b1252a9d,?,3a171ecb
1,11,23,2,2,1,1,441,39,726,6,47,0,1,7e0ccccf,a73ee510,64c94865,27c07bd6,?,ad3062eb,3a171ecb
0,1,1,15,8,1,14,1,9,8,1,1,?,8,fbad5c96,a73ee510,07d13a8f,d4bb7bd8,a458ea53,ad3062eb,3a171ecb
1,?,117,81,4,7148,?,?,5,?,?,?,?,4,fe6b92e5,a73ee510,b28479f6,d4bb7bd8,b1252a9d,c9d4222a,32c7478e
0,?,2,1,1,6564,?,0,4,27,?,0,?,1,7e0ccccf,a73ee510,b28479f6,1e88c74f,5840adea,?,32c7478e
0,0,1,?,1,40354,?,?,8,?,0,?,?,1,7e0ccccf,a73ee510,07d13a8f,d4bb7bd8,?,c9d4222a,32c7478e
1,0,48,2,6,1382,37,31,1,998,0,8,0,7,7e0ccccf,a73ee510,1adce6ef,3486227d,5840adea,?,32c7478e
0,9,0,2,8,607,28,10,27,106,1,2,?,8,7e0ccccf,a73ee510,b28479f6,e5ba7672,a458ea53,?,32c7478e
0,?,23,4,?,37186,?,0,0,35,?,0,?,?,fbad5c96,a73ee510,07d13a8f,d4bb7bd8,5840adea,ad3062eb,32c7478e
0,3,16,5,5,2,5,3,8,8,2,2,?,5,fbad5c96,a73ee510,07d13a8f,07c540c4,a458ea53,?,423fab69
0,?,0,1,?,7343,10,2,0,165,?,2,?,?,7e0ccccf,a73ee510,b28479f6,3486227d,b1252a9d,?,bcdee96c
0,1,2,1,3,1399,37,16,25,95,0,3,3,3,13718bbd,a73ee510,07d13a8f,27c07bd6,b1252a9d,?,3a171ecb
0,?,1,?,1,3566,56,9,1,48,?,5,0,1,fbad5c96,a73ee510,07d13a8f,8efede7f,a458ea53,c9d4222a,32c7478e
0,?,18,6,7,33760,120,3,13,85,?,1,0,7,7e0ccccf,a73ee510,1adce6ef,27c07bd6,?,?,bcdee96c
0,?,89,1,1,2702,613,0,6,59,?,0,?,1,fbad5c96,a73ee510,1adce6ef,e5ba7672,5840adea,c9d4222a,3a171ecb
0,?,5,1,1,5777,15,9,1,28,?,3,?,1,fe6b92e5,a73ee510,64c94865,e5ba7672,?,ad3062eb,32c7478e
0,13,40,3,2,1049,2,39,2,95,1,5,0,2,fe6b92e5,a73ee510,d2dfe871,e5ba7672,a458ea53,ad3062eb,3a171ecb
0,?,41,10,?,111471,?,?,0,?,?,?,?,?,7e0ccccf,7cc72ec2,32813e21,d4bb7bd8,?,ad3062eb,3a171ecb
1,?,4,6,5,3803,5,13,5,82,?,4,0,5,fe6b92e5,a73ee510,1adce6ef,e5ba7672,5840adea,?,3a171ecb
0,0,22,4,3,4181,109,1,6,16,0,1,?,3,7e0ccccf,a73ee510,07d13a8f,d4bb7bd8,?,?,32c7478e
0,?,11,7,3,7248,15,15,3,92,?,4,?,3,?,a73ee510,64c94865,e5ba7672,a458ea53,?,32c7478e
1,?,5,8,4,4024,34,17,13,75,?,7,0,4,?,a73ee510,b28479f6,e5ba7672,b1252a9d,?,32c7478e
1,0,0,?,?,2301,202,1,8,85,0,1,?,?,fbad5c96,a73ee510,07d13a8f,e5ba7672,?,c9d4222a,32c7478e
1,0,-1,?,?,15791,167,30,1,85,0,5,?,?,?,a73ee510,07d13a8f,e5ba7672,5840adea,?,32c7478e
1,0,4,3,2,2109,116,23,13,106,0,6,0,2,7e0ccccf,a73ee510,07d13a8f,e5ba7672,5840adea,?,423fab69
1,0,22,?,1,3673,8,1,1,5,0,1,1,1,fe6b92e5,a73ee510,1adce6ef,3486227d,?,?,32c7478e
0,?,296,?,?,10982,0,8,0,0,?,2,?,?,fbad5c96,a73ee510,ad1cc976,e5ba7672,?,c9d4222a,c3dc6cef
0,?,1,100,?,25104,?,?,4,?,?,?,?,?,fbad5c96,a73ee510,64c94865,e5ba7672,b1252a9d,?,32c7478e
0,?,2,6,0,?,?,0,69,7,?,0,?,7,7e0ccccf,7cc72ec2,07d13a8f,2005abd1,?,?,be7c41b4
0,4,1,5,4,56,4,8,7,55,3,5,?,4,7e0ccccf,a73ee510,07d13a8f,e5ba7672,a458ea53,?,32c7478e
1,?,7,?,?,10657,?,?,1,?,?,?,?,?,7e0ccccf,a73ee510,07d13a8f,776ce399,?,?,32c7478e
1,0,43,6,8,4831,18,79,8,275,0,12,30,8,fe6b92e5,a73ee510,b28479f6,8efede7f,5840adea,ad3062eb,32c7478e
0,?,334,3,2,4150,2,60,2,199,?,7,?,2,fbad5c96,a73ee510,07d13a8f,27c07bd6,b1252a9d,ad3062eb,423fab69
0,?,10,4,3,18885,72,15,15,266,?,6,?,3,fbad5c96,a73ee510,b28479f6,e5ba7672,b1252a9d,ad3062eb,bcdee96c
1,?,-1,?,?,5120,33,6,19,65,?,3,?,?,fbad5c96,a73ee510,07d13a8f,e5ba7672,a458ea53,?,423fab69
0,?,0,1,1,3463,122,19,2,251,?,2,?,1,7e0ccccf,a73ee510,051219e6,3486227d,?,?,32c7478e
0,?,-1,15,5,4099,5,7,5,5,?,1,?,5,fe6b92e5,a73ee510,b28479f6,e5ba7672,a458ea53,?,bcdee96c
0,1,1,27,16,17,16,251,10,583,1,14,0,15,7e0ccccf,a73ee510,07d13a8f,e5ba7672,a458ea53,?,32c7478e
0,?,2,1,1,8318,?,0,1,5,?,0,?,1,fe6b92e5,a73ee510,07d13a8f,776ce399,5840adea,78e2e389,3a171ecb
0,1,27,1,5,851,7,4,8,347,1,3,?,5,7e0ccccf,a73ee510,cfef1c29,e5ba7672,?,c9d4222a,32c7478e
0,?,2,2,?,?,?,0,7,10,?,0,?,?,fbad5c96,7cc72ec2,1adce6ef,2005abd1,a458ea53,c9d4222a,be7c41b4
0,0,-1,?,?,2783,80,9,7,303,0,3,?,?,fe6b92e5,a73ee510,64c94865,e5ba7672,a458ea53,?,32c7478e
0,0,0,11,?,5064,199,2,1,29,0,1,?,?,7e0ccccf,a73ee510,b28479f6,07c540c4,b1252a9d,?,3a171ecb
0,?,43,?,?,25133,?,0,3,117,?,0,?,?,fe6b92e5,a73ee510,b28479f6,1e88c74f,?,78e2e389,be7c41b4
0,?,0,35,9,5,325,9,8,374,?,4,?,8,fe6b92e5,a73ee510,07d13a8f,e5ba7672,a458ea53,?,423fab69
0,?,6,4,4,12794,4,44,4,118,?,8,?,4,fe6b92e5,7cc72ec2,051219e6,e5ba7672,?,ad3062eb,dbb486d7
0,?,-1,?,?,13979,27,7,0,27,?,1,?,?,?,a73ee510,b28479f6,e5ba7672,?,?,32c7478e
1,?,2,1,?,10104,41,7,8,66,?,6,?,?,6f6d9be8,a73ee510,07d13a8f,e5ba7672,b1252a9d,?,32c7478e
0,0,15,9,5,5264,421,1,17,161,0,1,?,5,7e0ccccf,a73ee510,b28479f6,3486227d,?,c9d4222a,bcdee96c
0,0,62,3,2,2311,29,44,13,175,0,10,?,2,7e0ccccf,a73ee510,07d13a8f,e5ba7672,b1252a9d,?,423fab69
0,0,2195,4,0,6886,64,16,5,186,0,3,?,5,fe6b92e5,a73ee510,1adce6ef,e5ba7672,?,?,423fab69
0,?,1,1,?,?,?,0,1,8,?,0,?,?,fbad5c96,7cc72ec2,b28479f6,2005abd1,?,?,32c7478e
0,?,0,1,4,4188,59,15,4,35,?,1,?,4,fbad5c96,a73ee510,64c94865,e5ba7672,?,?,32c7478e
0,?,6,4,6,37432,23,1,6,17,?,0,?,6,7e0ccccf,a73ee510,07d13a8f,07c540c4,?,ad3062eb,3a171ecb
0,0,1,33,12,14,276,82,37,1720,0,26,?,4,7e0ccccf,a73ee510,07d13a8f,e5ba7672,a458ea53,?,3a171ecb
1,0,2,1,1,7031,?,?,1,?,0,?,?,1,?,a73ee510,b28479f6,07c540c4,?,?,32c7478e
0,?,1,?,5,?,?,?,5,?,?,?,?,5,7e0ccccf,7cc72ec2,8ceecbc8,2005abd1,?,?,32c7478e
0,1,69,?,?,1091,9,22,9,75,1,7,?,?,7e0ccccf,a73ee510,1adce6ef,e5ba7672,?,?,423fab69
0,?,53,6,9,8491,96,1,27,50,?,1,?,9,fe6b92e5,a73ee510,b28479f6,d4bb7bd8,b1252a9d,ad3062eb,dbb486d7
0,?,1,3,31,4343,190,3,25,582,?,2,0,37,7e0ccccf,a73ee510,07d13a8f,e5ba7672,?,?,423fab69
0,2,14,1,6,302,6,44,6,20,0,2,1,6,3bf701e7,a73ee510,d2dfe871,27c07bd6,?,ad3062eb,423fab69
1,5,1,1,0,1,0,31,0,26,1,2,?,0,7e0ccccf,a73ee510,d2dfe871,3486227d,a458ea53,ad3062eb,423fab69
0,?,3,6,1,573818,?,?,2,?,?,?,?,1,13718bbd,7cc72ec2,b28479f6,776ce399,?,?,be7c41b4
0,0,2,3,1,7714,1674,2,1,222,0,2,?,1,7e0ccccf,a73ee510,b28479f6,07c540c4,?,?,bcdee96c
1,2,31,11,13,2,4,8,12,95,1,4,?,4,fbad5c96,a73ee510,b28479f6,e5ba7672,5840adea,?,bcdee96c
0,5,2,?,5,1222,34,5,30,26,1,1,?,5,fe6b92e5,a73ee510,1adce6ef,e5ba7672,?,?,dbb486d7
0,0,1,1,3,4096,95,2,20,71,0,1,0,9,7e0ccccf,a73ee510,07d13a8f,e5ba7672,a458ea53,c9d4222a,32c7478e
0,1,1,6,8,11,8,1,11,8,1,1,?,8,fe6b92e5,a73ee510,64c94865,d4bb7bd8,?,c9d4222a,3a171ecb
0,0,0,1,2,2966,92,23,10,154,0,5,0,3,fe6b92e5,a73ee510,07d13a8f,e5ba7672,?,?,423fab69
1,0,3,21,2,8619,555,14,6,337,0,4,?,6,7e0ccccf,a73ee510,07d13a8f,27c07bd6,?,c9d4222a,423fab69
0,0,0,20,1,2321,450,2,21,145,0,1,?,1,7e0ccccf,a73ee510,b28479f6,07c540c4,a458ea53,c9d4222a,32c7478e
1,?,43,?,2,2748,11,13,11,67,?,3,?,2,fbad5c96,a73ee510,07d13a8f,e5ba7672,?,?,32c7478e
0,3,1,7,5,44,5,52,8,10,1,16,?,5,7e0ccccf,a73ee510,1adce6ef,e5ba7672,?,?,32c7478e
0,?,2,?,?,28411,?,0,2,9,?,0,?,?,13718bbd,a73ee510,07d13a8f,776ce399,a458ea53,?,423fab69
0,0,0,46,29,4357,58,2,27,91,0,2,?,29,?,a73ee510,b28479f6,07c540c4,a458ea53,?,32c7478e
0,1,30,38,19,10,18,1,37,19,1,1,?,17,fbad5c96,a73ee510,b28479f6,e5ba7672,5840adea,c9d4222a,32c7478e
0,?,0,?,?,48925,44,0,0,14,?,0,?,?,7e0ccccf,7cc72ec2,051219e6,d4bb7bd8,a458ea53,?,72592995
0,?,0,38,5,4335,6,15,5,73,?,5,0,5,fe6b92e5,a73ee510,1adce6ef,e5ba7672,a458ea53,?,bcdee96c
0,?,0,7,10,15336,60,3,10,26,?,1,?,10,fe6b92e5,a73ee510,b28479f6,07c540c4,?,?,32c7478e
1,1,2,5,11,1120,57,17,30,252,1,9,?,11,7e0ccccf,a73ee510,cfef1c29,e5ba7672,?,?,32c7478e
0,?,1,1,?,13680,8,1,2,4,?,1,?,?,6f6d9be8,a73ee510,07d13a8f,d4bb7bd8,a458ea53,?,32c7478e
0,?,-1,?,?,8231,?,0,1,2,?,0,?,?,7e0ccccf,a73ee510,b28479f6,1e88c74f,?,?,32c7478e
0,1,150,24,23,0,0,72,36,112,1,9,1,0,fbad5c96,a73ee510,07d13a8f,27c07bd6,a458ea53,?,32c7478e
0,4,1,63,31,47,49,141,37,43,2,18,0,31,3bf701e7,a73ee510,051219e6,3486227d,a458ea53,?,c7dc6720
0,?,0,1,?,7912,7,5,0,7,?,1,?,?,?,a73ee510,1adce6ef,e5ba7672,a458ea53,?,32c7478e
0,4,681,?,3,47,3,4,3,3,1,1,?,3,fe6b92e5,a73ee510,07d13a8f,e5ba7672,a458ea53,?,c7dc6720
0,0,57,?,1,2813,12,3,3,16,0,1,1,1,7e0ccccf,a73ee510,07d13a8f,3486227d,5840adea,?,32c7478e
0,?,1,1,16,4197,26,41,17,142,?,6,1,16,7e0ccccf,a73ee510,07d13a8f,3486227d,?,?,423fab69
0,2,191,?,4,7,0,142,4,341,1,49,0,0,fbad5c96,a73ee510,32813e21,3486227d,?,?,3a171ecb
0,3,1,?,12,31,18,3,12,12,1,1,?,12,7e0ccccf,a73ee510,07d13a8f,e5ba7672,a458ea53,ad3062eb,423fab69
1,1,-1,?,?,1389,44,2,2,2,0,1,?,?,7e0ccccf,a73ee510,07d13a8f,e5ba7672,?,?,3a171ecb
0,0,4,?,2,7832,?,?,4,?,0,?,?,2,fbad5c96,a73ee510,b28479f6,07c540c4,5840adea,ad3062eb,32c7478e
0,?,-1,?,?,?,?,?,0,?,?,?,?,?,?,7cc72ec2,07d13a8f,2005abd1,?,?,be7c41b4
0,0,23,21,22,2180,150,28,33,407,0,5,?,22,7e0ccccf,a73ee510,07d13a8f,e5ba7672,a458ea53,?,32c7478e
0,17,1,4,3,106,3,17,3,3,1,1,1,3,fbad5c96,a73ee510,07d13a8f,27c07bd6,a458ea53,?,423fab69
1,3,51,2,5,2,12,62,13,497,1,15,0,5,fe6b92e5,a73ee510,64c94865,27c07bd6,?,?,423fab69
0,2,2,4,4,959,4,4,10,18,1,3,?,4,7e0ccccf,a73ee510,1adce6ef,07c540c4,?,c9d4222a,3a171ecb
0,?,1,10,9,5836,?,0,12,14,?,0,?,9,?,a73ee510,b28479f6,e5ba7672,5840adea,?,32c7478e
0,?,0,2,3,9744,?,0,4,2,?,0,?,3,7e0ccccf,a73ee510,b28479f6,776ce399,?,?,be7c41b4
0,?,3556,1,?,30163,?,?,9,?,?,?,?,?,13718bbd,7cc72ec2,07d13a8f,e5ba7672,5840adea,?,3a171ecb
0,1,2,1,6,972,6,1,6,6,1,1,?,6,fe6b92e5,a73ee510,cfef1c29,d4bb7bd8,?,c9d4222a,32c7478e
1,2,1,4,3,1,1,5,12,80,1,3,?,1,fbad5c96,a73ee510,b28479f6,e5ba7672,?,?,423fab69
0,?,5,6,4,601,?,0,11,4,?,0,?,4,13718bbd,a73ee510,b28479f6,e5ba7672,b1252a9d,?,32c7478e
0,0,-1,?,?,11039,69,4,3,95,0,3,?,?,3bf701e7,a73ee510,d2dfe871,e5ba7672,a458ea53,?,3a171ecb
0,?,1,6,2,40947,96,1,5,26,?,0,?,2,fe6b92e5,a73ee510,07d13a8f,07c540c4,b1252a9d,?,32c7478e
0,0,1286,9,2,8,13,5,2,55,0,2,0,0,fbad5c96,a73ee510,07d13a8f,e5ba7672,5840adea,?,3a171ecb
0,?,0,7,4,9898,93,11,4,34,?,1,0,4,fe6b92e5,a73ee510,cfef1c29,e5ba7672,?,ad3062eb,3a171ecb
0,?,11,1,1,4089,29,5,1,145,?,2,?,1,7e0ccccf,a73ee510,64c94865,27c07bd6,?,?,3a171ecb
0,0,1,?,?,3860,51,11,17,112,0,4,?,?,fe6b92e5,a73ee510,1adce6ef,e5ba7672,?,?,32c7478e
0,?,0,0,3,15612,6,2,3,5,?,1,?,3,fbad5c96,a73ee510,07d13a8f,07c540c4,b1252a9d,?,32c7478e
1,11,39,3,3,152,3,20,23,31,3,7,?,3,fbad5c96,a73ee510,07d13a8f,e5ba7672,?,?,423fab69
0,0,55,11,9,2515,125,1,28,60,0,1,?,19,fbad5c96,a73ee510,1adce6ef,e5ba7672,?,?,3a171ecb
1,2,111,4,0,7,0,26,0,15,1,5,4,0,?,a73ee510,cfef1c29,8efede7f,5840adea,?,3a171ecb
0,?,0,4,2,94851,?,0,2,2,?,0,?,2,fe6b92e5,7cc72ec2,64c94865,e5ba7672,?,?,423fab69
1,?,1,9,15,5297,59,52,14,138,?,9,?,15,6f6d9be8,a73ee510,cfef1c29,e5ba7672,b1252a9d,?,32c7478e
1,2,82,?,23,24,10,31,24,236,2,9,?,10,fbad5c96,a73ee510,07d13a8f,e5ba7672,?,?,32c7478e
0,?,1,7,?,2813,139,1,0,50,?,1,?,?,fe6b92e5,a73ee510,07d13a8f,d4bb7bd8,?,?,32c7478e
0,1,2,?,1,1033,42,1,18,33,1,1,?,24,7e0ccccf,a73ee510,1adce6ef,e5ba7672,?,?,32c7478e
1,5,3,6,2,38,2,5,2,2,1,1,?,2,fbad5c96,a73ee510,d2dfe871,07c540c4,a458ea53,ad3062eb,423fab69
0,?,1,66,5,37471,261,0,5,18,?,0,?,5,7e0ccccf,a73ee510,07d13a8f,d4bb7bd8,b1252a9d,?,32c7478e
1,0,5,7,5,2774,97,10,27,232,0,3,?,5,fe6b92e5,a73ee510,b28479f6,e5ba7672,?,?,32c7478e
0,?,8,1,?,?,?,?,1,?,?,?,?,?,7e0ccccf,7cc72ec2,cfef1c29,2005abd1,?,c9d4222a,be7c41b4
1,?,286,4,2,24157,80,28,2,312,?,5,?,2,7e0ccccf,7cc72ec2,051219e6,e5ba7672,a458ea53,ad3062eb,3a171ecb
1,2,218,9,27,4,11,2,23,27,1,1,0,0,fbad5c96,a73ee510,07d13a8f,07c540c4,?,?,3a171ecb
0,0,-1,?,?,4030,151,1,28,40,0,1,?,?,fbad5c96,a73ee510,b28479f6,d4bb7bd8,?,?,32c7478e
0,?,-1,?,?,4046,55,17,0,138,?,4,?,?,fe6b92e5,a73ee510,8ceecbc8,e5ba7672,?,?,32c7478e
0,?,1,13,3,9424,25,2,5,57,?,2,?,3,7e0ccccf,a73ee510,07d13a8f,07c540c4,a458ea53,?,be7c41b4
1,1,1,11,16,10,12,38,17,59,1,5,?,12,fe6b92e5,a73ee510,07d13a8f,e5ba7672,?,ad3062eb,423fab69
0,?,13,4,3,8455,22,4,5,22,?,1,?,3,7e0ccccf,a73ee510,07d13a8f,3486227d,5840adea,?,32c7478e
1,17,9,?,2,8,2,17,2,2,1,1,1,2,fe6b92e5,a73ee510,07d13a8f,3486227d,?,?,55dd3565
0,0,1,1,1,7162,124,6,4,247,0,2,?,1,?,a73ee510,cfef1c29,3486227d,b1252a9d,?,3a171ecb
0,?,2,4,?,10080,431,7,0,513,?,1,0,?,7e0ccccf,a73ee510,b28479f6,e5ba7672,a458ea53,c9d4222a,3a171ecb
1,?,900,11,4,3834,11,2,11,11,?,1,?,11,fe6b92e5,a73ee510,b28479f6,07c540c4,?,?,32c7478e
1,23,1,8,13,761,13,24,13,13,2,3,0,13,7e0ccccf,a73ee510,07d13a8f,e5ba7672,b1252a9d,ad3062eb,423fab69
0,?,0,1,4,4011,5,5,3,7,?,3,?,4,fbad5c96,a73ee510,b28479f6,e5ba7672,?,ad3062eb,32c7478e
0,?,17,1,?,?,?,?,1,?,?,?,?,?,13718bbd,7cc72ec2,b28479f6,2005abd1,?,?,be7c41b4
0,?,1,?,?,9743,34,2,0,4,?,1,?,?,fbad5c96,a73ee510,b28479f6,07c540c4,?,?,3a171ecb
0,0,0,?,1,9551,501,16,1,365,0,5,0,1,3bf701e7,a73ee510,07d13a8f,27c07bd6,?,ad3062eb,32c7478e
0,1,1,?,3,86,3,1,3,18,1,1,?,3,fbad5c96,a73ee510,1adce6ef,07c540c4,5840adea,ad3062eb,be7c41b4
1,1,15,12,4,636,16,44,20,82,1,8,1,4,fe6b92e5,a73ee510,b28479f6,3486227d,?,?,32c7478e
0,0,0,1,1,12,140,2,3,117,0,1,?,1,7e0ccccf,a73ee510,8ceecbc8,e5ba7672,a458ea53,?,c7dc6720
0,0,1,11,1,3764,104,1,28,51,0,1,?,1,fbad5c96,a73ee510,b28479f6,d4bb7bd8,a458ea53,?,32c7478e
1,0,219,1,2,2813,62,10,12,123,0,5,?,2,7e0ccccf,a73ee510,b28479f6,e5ba7672,b1252a9d,?,32c7478e
0,?,-1,4,?,5333,121,8,0,28,?,1,?,?,13718bbd,a73ee510,f862f261,07c540c4,a458ea53,?,32c7478e
0,?,0,36,36,12638,?,0,37,45,?,0,?,42,fe6b92e5,a73ee510,07d13a8f,776ce399,?,c9d4222a,be7c41b4
0,?,14,20,4,98847,?,?,18,?,?,?,?,7,fe6b92e5,7cc72ec2,b28479f6,1e88c74f,?,c9d4222a,32c7478e
0,?,16,9,0,15235,42,6,10,17,?,1,?,3,7e0ccccf,a73ee510,b28479f6,e5ba7672,b1252a9d,?,32c7478e
0,?,0,2,?,9828,196,3,0,111,?,2,?,?,fbad5c96,a73ee510,64c94865,07c540c4,?,?,3a171ecb
1,?,1,74,28,3906,59,3,37,59,?,1,?,29,7e0ccccf,a73ee510,1adce6ef,07c540c4,b1252a9d,?,32c7478e
0,1,0,13,4,868,61,1,16,17,1,1,?,7,7e0ccccf,a73ee510,07d13a8f,e5ba7672,a458ea53,ad3062eb,32c7478e
0,?,5,11,11,4180,67,283,28,751,?,20,0,11,7e0ccccf,a73ee510,b28479f6,27c07bd6,?,?,423fab69
0,?,0,3,6,6780,21,4,9,21,?,1,?,6,?,a73ee510,f862f261,e5ba7672,b1252a9d,?,55dd3565
0,?,2,?,?,3939,37,21,2,137,?,2,?,?,fe6b92e5,a73ee510,051219e6,e5ba7672,?,?,32c7478e
0,1,62,2,2,66,2,1,2,2,1,1,?,2,fbad5c96,a73ee510,b28479f6,d4bb7bd8,b1252a9d,?,bcdee96c
0,0,3,4,4,2545,11,10,4,24,0,4,?,4,13718bbd,a73ee510,07d13a8f,e5ba7672,5840adea,?,32c7478e
0,?,8,10,6,6708,6,3,6,6,?,1,?,6,7e0ccccf,a73ee510,b28479f6,d4bb7bd8,b1252a9d,?,bcdee96c
0,?,145,?,?,6670,7,12,0,81,?,11,?,?,7e0ccccf,a73ee510,b28479f6,e5ba7672,?,ad3062eb,32c7478e
0,?,1,1,11,70,?,0,12,12,?,0,?,12,fbad5c96,a73ee510,1adce6ef,776ce399,?,?,be7c41b4
0,?,17,5,?,44244,?,?,4,?,?,?,0,?,fbad5c96,a73ee510,b28479f6,3486227d,?,?,3a171ecb
0,7,0,3,1,7,1,52,14,230,1,8,1,1,7e0ccccf,a73ee510,b28479f6,3486227d,?,ad3062eb,32c7478e
0,?,180,74,0,4059,68,74,49,206,?,6,1,45,?,a73ee510,b28479f6,27c07bd6,b1252a9d,?,32c7478e
0,?,-1,?,?,6541,0,28,0,0,?,1,0,?,fbad5c96,a73ee510,1adce6ef,e5ba7672,?,c9d4222a,32c7478e
0,?,2,0,2,77695,?,0,2,2,?,0,?,2,3bf701e7,7cc72ec2,b28479f6,e5ba7672,?,?,3a171ecb
0,0,180,26,20,2530,230,4,40,174,0,3,?,23,fbad5c96,a73ee510,b28479f6,e5ba7672,?,ad3062eb,bcdee96c
0,3,401,1,2,1009,6,48,1,383,1,10,?,2,fbad5c96,a73ee510,8ceecbc8,e5ba7672,a458ea53,c9d4222a,55dd3565
1,0,162,6,9,1378,23,5,23,92,0,3,?,21,3bf701e7,a73ee510,b28479f6,27c07bd6,?,ad3062eb,32c7478e
0,0,5,5,4,2927,15,1,4,10,0,1,?,4,7e0ccccf,a73ee510,b28479f6,07c540c4,?,?,3a171ecb
1,?,1,1,1,325568,?,?,1,?,?,?,?,1,7e0ccccf,7cc72ec2,07d13a8f,e5ba7672,?,?,32c7478e
1,?,1,9,1,5461,185,39,4,105,?,2,?,1,fbad5c96,a73ee510,b28479f6,e5ba7672,?,?,3a171ecb
1,1,42,7,10,2,5,1,29,6,1,1,0,5,fbad5c96,a73ee510,b28479f6,e5ba7672,?,?,bcdee96c
0,?,4,12,9,40194,?,?,9,?,?,?,?,9,fbad5c96,7cc72ec2,b28479f6,07c540c4,?,?,32c7478e
0,?,1,24,1,64631,?,?,2,?,?,?,?,1,7e0ccccf,7cc72ec2,b28479f6,e5ba7672,5840adea,?,93bad2c0
1,?,1,3,?,5289,?,0,2,34,?,0,?,?,fe6b92e5,a73ee510,07d13a8f,d4bb7bd8,a458ea53,c9d4222a,32c7478e
0,?,0,6,11,8644,27,1,10,19,?,1,?,11,7e0ccccf,a73ee510,051219e6,e5ba7672,a458ea53,ad3062eb,32c7478e
0,?,0,2,0,39830,430,2,1,32,?,0,?,1,7e0ccccf,a73ee510,07d13a8f,e5ba7672,?,ad3062eb,b264a060
0,?,27,1,3,12784,21,4,3,13,?,1,?,3,fe6b92e5,a73ee510,07d13a8f,e5ba7672,b1252a9d,?,be7c41b4
1,8,6,8,3,133,8,499,8,291,1,36,5,8,7e0ccccf,a73ee510,07d13a8f,8efede7f,a458ea53,ad3062eb,3a171ecb
0,?,18,?,?,5574,8,2,1,21,?,1,?,?,fe6b92e5,a73ee510,ad1cc976,07c540c4,?,?,c3dc6cef
0,11,-1,?,?,152,0,11,0,27,1,1,?,?,fe6b92e5,a73ee510,07d13a8f,e5ba7672,?,ad3062eb,93bad2c0
1,?,0,?,3,3922,4,10,3,32,?,3,?,3,?,a73ee510,b28479f6,e5ba7672,b1252a9d,?,32c7478e
0,?,1,53,13,5451,237,3,22,232,?,3,0,21,fe6b92e5,a73ee510,07d13a8f,3486227d,a458ea53,?,c7dc6720
0,?,-1,?,?,25371,139,1,0,87,?,1,?,?,7e0ccccf,a73ee510,b28479f6,d4bb7bd8,?,?,3a171ecb
