Id,Label,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I13,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26
27423634,0,51,41,4,1,705,2,99,2,109,1,14,2,1,5a9ed9b0,e5fb1af3,df49ddec,13508380,25c83c98,7e0ccccf,6c5e14ec,0b153874,a73ee510,fa7d0797,043725ae,3725d852,7f0d7407,07d13a8f,b5de5956,a54082fc,8efede7f,13145934,55dd3565,b1252a9d,754cd7f8,ad3062eb,3a171ecb,45ab94c8,7a402766,c84c4aec
27425901,0,,74,23,2,18701,,0,6,6,,0,,2,291b7ba2,942f9a8d,22a198d9,8c66cb26,25c83c98,7e0ccccf,49b74ebc,0b153874,a73ee510,3b08e48b,c4adf918,981eb85d,85dbe138,1adce6ef,ae97ecc3,1d87e348,776ce399,1f868fdd,a153cea2,a458ea53,68bcc2ad,,32c7478e,3fdb382b,9d93af03,49d68486
27442293,0,,1,39,19,8390,35,5,19,41,,1,,19,46300ee3,80e26c9b,,,43b19349,,16401b7d,0b153874,a73ee510,3b08e48b,20ec800a,,18a5e4b8,b28479f6,4c1df281,,07c540c4,f54016b9,21ddcdc9,b1252a9d,,,32c7478e,,e8b83407,c26860c7
27449052,0,,0,34,16,10242,42,5,17,102,,2,,16,05db9164,e5fb1af3,9641c714,ec4e90a9,25c83c98,7e0ccccf,bc252bd0,0b153874,a73ee510,bd10c7fe,0bd0c3b3,e0561735,c0e6befc,1adce6ef,60403b20,8c364da4,e5ba7672,13145934,2442feac,a458ea53,a7ad6d53,ad3062eb,bcdee96c,ad3c86fe,9721386e,55f72940
27469616,0,8,6,19,10,1487,53,12,44,48,0,1,0,10,05db9164,421b43cd,596f51b4,29998ed1,43b19349,fe6b92e5,a14c6a98,f504a6f4,a73ee510,432800c5,6348db7c,6aaba33c,5ef5257f,b28479f6,e1ac77f7,b041b04a,e5ba7672,2804effd,,,723b4dfd,,32c7478e,b34f3128,,
27473789,0,6,0,2,0,120,1,129,16,352,4,56,,1,68fd1e64,c66fca21,bbe1ab16,bd231c54,25c83c98,7e0ccccf,3015bd7a,0b153874,a73ee510,5ae501ed,10465598,1d85c1f3,f8362c26,07d13a8f,e25cc91e,e828dce7,e5ba7672,1304f63b,21ddcdc9,a458ea53,b8598156,ad3062eb,423fab69,7df71580,010f6491,eb421af5
27490284,0,0,1,1,,4069,16,7,9,21,0,3,,,19c5f803,68b3edbf,b00d1501,d16679b9,4cf72387,7e0ccccf,45e063a0,5b392875,a73ee510,0526eedb,da89cb9b,e0d76380,165642be,b28479f6,f511c49f,1203a270,e5ba7672,752d8b8a,,,73d06dde,,32c7478e,aee52b6f,,
27490737,1,7,12,0,5,1319,8,11,7,9,0,2,,5,9a89b36c,90081f33,23a83072,26e55a4a,25c83c98,7e0ccccf,c9255aae,0b153874,a73ee510,bc67eb65,ff48b5b4,21e610f1,19fe98bf,b28479f6,1c51f095,2c0b1c30,e5ba7672,1b884e69,,,4b9e5d37,,32c7478e,d5c410bd,,
27518687,0,,-1,13,1,29183,,0,1,24,,0,,1,05db9164,6887a43c,,,25c83c98,7e0ccccf,3cb9090d,0b153874,a73ee510,3b08e48b,61006080,,d1155458,07d13a8f,a90e5e79,,776ce399,2ae4f30d,21ddcdc9,a458ea53,,c9d4222a,32c7478e,,445bbe3b,08ca5571
27521504,0,,7,25,20,27266,309,2,20,40,,1,,20,5a9ed9b0,b56822db,7da86e4b,b733e495,25c83c98,6f6d9be8,d5f2e4bd,0b153874,a73ee510,80da5522,2dbe1596,ed397d6b,54c30969,b28479f6,a9d1ba1a,056d8866,e5ba7672,38dce391,21ddcdc9,b1252a9d,deaf6b52,,32c7478e,d9556584,001f3601,6c27a535
27533164,0,,23,1,2,4393,8,1,2,2,,1,,2,05db9164,0a519c5c,77f2f2e5,d16679b9,4cf72387,7e0ccccf,94bf038b,0b153874,a73ee510,6c47047a,33af950b,9f32b866,1f96eb41,b28479f6,7f6af6b0,31ca40b6,d4bb7bd8,eea3ab97,,,dfcfc3fa,c9d4222a,3a171ecb,aee52b6f,,
27540613,0,3,0,1,6,1427,46,14,39,113,0,2,0,6,8cf07265,ae46a29d,4db24b9b,f922efad,43b19349,fbad5c96,e7d22058,0b153874,a73ee510,c9e11adf,e09c447b,66a76a26,8dab0422,1adce6ef,8ff4b403,01adbab4,e5ba7672,26b3c7a7,,,21c9516a,ad3062eb,32c7478e,b34f3128,,
27545646,0,,1363,,0,57,,0,0,0,,0,,0,05db9164,85ba09f0,567da0a4,9606c852,25c83c98,fe6b92e5,b7220c9e,0b153874,a73ee510,3b08e48b,f9c3d82c,ca1af6f7,7b903000,b28479f6,144050ec,2cc58c16,776ce399,fc16085c,,,0425c9b4,,be7c41b4,744d559b,,
27564240,0,,14,1,4,7328,,0,4,86,,0,,4,05db9164,38a947a1,6c8e3e60,dd38dc12,25c83c98,fe6b92e5,dc63c936,5b392875,a73ee510,3b08e48b,53b6a492,a61bce19,d1019a93,07d13a8f,2187c3d5,44b67357,776ce399,3a165c37,,,cdc3348f,,be7c41b4,5c89567e,,
27584951,0,4,171,,,1310,60,9,0,2,0,2,,,05db9164,2c16a946,907fdb6c,65723153,25c83c98,fe6b92e5,38ae26b9,1f89b562,a73ee510,8e54038a,aadb87b9,ca4647c4,e9332a03,07d13a8f,18231224,9a32ae70,e5ba7672,74ef3502,,,e7f44e08,,3a171ecb,9117a34a,,
27585146,0,,50,11,7,5771,,0,8,11,,0,,8,05db9164,2c16a946,aba248be,1d31a306,25c83c98,7e0ccccf,7fafef37,0b153874,a73ee510,fbbf2c95,dbdb7970,038d86c2,9be66b48,b28479f6,3628a186,864736a9,07c540c4,e4ca448c,,,e4faaf96,,3a171ecb,9117a34a,,
27604216,0,,107,2,,1795,5,1,0,3,,1,,,5a9ed9b0,f6f4fe4b,18df3c25,2f5bf7cd,25c83c98,7e0ccccf,631d3105,0b153874,a73ee510,3b08e48b,d0fb938a,54d9e1cd,08740150,07d13a8f,9ca59173,6f86dd76,07c540c4,ca5a75f3,,,1281305f,,be7c41b4,856ed6b0,,
27604633,0,,72,15,2,516366,,0,7,68,,0,,2,5a9ed9b0,09e68b86,7ec88b92,48585b56,0942e0a7,7e0ccccf,93b64cee,0b153874,7cc72ec2,c8c4e285,4b0929e2,ddfc071d,c0ed8bfc,07d13a8f,36721ddc,eacce040,e5ba7672,5aed7436,21ddcdc9,5840adea,41a640f6,c9d4222a,c7dc6720,51b4beaa,e8b83407,d4998978
27614518,0,,780,12,5,7169,195,51,23,1424,,8,0,17,68fd1e64,58e67aaf,37574154,f19c4490,4cf72387,7e0ccccf,cdc0ad95,0b153874,a73ee510,bc2b8616,69926409,23585c5e,2fc3058f,b28479f6,62eca3c0,17ebb9d1,e5ba7672,c21c3e4c,c361c1be,b1252a9d,0c4ea1e6,,bcdee96c,125c8326,e8b83407,7002bcd3
27644327,0,5,25,60,19,1474,29,61,22,158,0,11,,19,8cf07265,89ddfee8,8da227cc,f1d06e8a,25c83c98,fbad5c96,1c86e0eb,0b153874,a73ee510,e7ba2569,755e4a50,dea930bc,5978055e,1adce6ef,34cce7d2,f973d8de,e5ba7672,5bb2ec8e,0053530c,b1252a9d,745a0fd3,ad3062eb,32c7478e,43fe299c,f0f449dd,f3b1f00d
27654376,0,,66,13,8,8400,52,1,10,59,,1,,8,05db9164,4f25e98b,97cd6fa4,98eb4b3b,25c83c98,fbad5c96,def4a4d4,0b153874,a73ee510,222ae0ea,4ba74619,0d5cf695,879fa878,b28479f6,8ab5b746,b22c02e0,07c540c4,7ef5affa,07995af6,b1252a9d,0a7fa6ca,,bcdee96c,5be9e832,e8b83407,c417982a
27656895,0,,1,,,32273,,0,0,38,,0,,,f473b8dc,207b2d81,111fd16e,7eac96d7,25c83c98,7e0ccccf,ada39ce1,0b153874,a73ee510,3b08e48b,4b602e6b,fa8e4000,26babcd1,07d13a8f,0bf0feff,d87236ce,776ce399,fa0643ee,21ddcdc9,b1252a9d,6cee777e,,32c7478e,6b4dea61,001f3601,4900da36
27659350,1,1,31,38,5,250,26,4,43,113,1,2,,16,05db9164,6496eea0,a9d15bf1,6bb5a9c4,25c83c98,fbad5c96,05ced7e3,5b392875,a73ee510,2bb4d590,86fae75f,f3dbd9b0,14da3023,b28479f6,856048a0,4f02a842,e5ba7672,fba30a05,21ddcdc9,b1252a9d,780bdc55,,bcdee96c,2f647dfe,f0f449dd,52d71dab
27668211,0,,834,18,12,472,418,7,23,170,,1,,19,f473b8dc,0468d672,e7290a18,10ee14f5,25c83c98,fbad5c96,c69fca72,37e4aa92,a73ee510,814f28f7,7b4b217a,394b6320,0f3d4e02,07d13a8f,a888f201,c336971a,e5ba7672,9880032b,21ddcdc9,5840adea,f226d6a0,,3a171ecb,e4f45003,e8b83407,632dae8a
27675219,0,0,-1,5,1,1598,81,13,1,51,0,1,,1,5a9ed9b0,f0cf0024,6f2bf6d4,95f6a680,25c83c98,7e0ccccf,1c11c85d,0b153874,a73ee510,f26b2389,ae7d5498,39fff66b,155ff7d9,1adce6ef,99b06d74,9393d331,e5ba7672,88b0e440,21ddcdc9,5840adea,08085eb3,,3a171ecb,6c1cdd05,ea9a246c,c5116a1c
27675872,0,6,248,2,4,528,27,70,4,626,2,28,,4,87552397,d97d4ce8,fe0c4685,e5d4c5ff,25c83c98,fbad5c96,a0135c90,0b153874,a73ee510,a9dd3a26,74e6b5a6,246dc4d7,d52bc10f,07d13a8f,311bf554,f327e411,e5ba7672,bc6f1d9c,21ddcdc9,a458ea53,ae90cc8b,c9d4222a,423fab69,6c1cdd05,ea9a246c,2a4caf7c
27680743,0,4,37,13,14,23,15,19,34,78,2,7,0,14,05db9164,083aa75b,,,4cf72387,7e0ccccf,33cca6fa,0b153874,a73ee510,401ced54,98bf6715,,2b9fb512,1adce6ef,84203dfc,,e5ba7672,06747363,21ddcdc9,b1252a9d,,c9d4222a,3a171ecb,,e8b83407,6f56aa30
27686482,1,6,51,24,7,0,0,13,8,29,1,4,,0,05db9164,f0cf0024,8016b411,dab52c65,4cf72387,6f6d9be8,0fdf56d6,37e4aa92,a73ee510,42429aab,6241e24a,8deeb5d4,8c1a3ad8,07d13a8f,d2988321,2f51d8e0,e5ba7672,88b0e440,21ddcdc9,5840adea,28f52911,,32c7478e,6c1cdd05,ea9a246c,7e6f9939
27692437,0,7,29,6,8,54,8,7,8,8,1,1,0,8,bfb430af,2c16a946,e64c489e,f85c9252,25c83c98,13718bbd,65ae2219,5b392875,a73ee510,fa7d0797,dbdb7970,dd7f0b70,9be66b48,b28479f6,3628a186,2d92fd59,e5ba7672,e4ca448c,,,19533c41,,3a171ecb,9117a34a,,
27693405,1,,36,1,4,33455,,0,6,1,,0,,4,0f05c3e5,38d50e09,92eb3174,88e439d9,384874ce,,4b3c7cfe,0b153874,7cc72ec2,464c422b,8b94178b,604f499b,025225f2,b28479f6,06373944,8e662061,d4bb7bd8,fffe2a63,21ddcdc9,b1252a9d,872c22d6,,32c7478e,df487a73,001f3601,c27f155b
27722606,0,8,6,3,32,31,37,8,32,32,1,1,,32,05db9164,90081f33,27a5b902,9ff76ed7,43b19349,fe6b92e5,17c22666,9d01afb9,a73ee510,13623384,feb49a68,af8f7374,8978af5c,b28479f6,1c51f095,e632e7b8,e5ba7672,1b884e69,,,d33fcde1,,32c7478e,8e84e831,,
27728649,0,5,9,12,23,133,27,5,26,29,1,1,,27,05db9164,207b2d81,905a7b53,0e5acd1d,b2241560,,38eb9cf4,0b153874,a73ee510,49d1ad89,7f8ffe57,bac9dcdb,46f42a63,07d13a8f,1247bc49,301d75b3,e5ba7672,157482f0,21ddcdc9,a458ea53,278a31a1,,32c7478e,5bceb83a,001f3601,fdd86175
27733573,1,3,152,,16,47,15,6,27,145,1,3,,15,05db9164,b46aceb6,,,0942e0a7,7e0ccccf,dc7659bd,5b392875,a73ee510,631ddef6,e51ddf94,,3516f6e6,07d13a8f,6afa614f,,e5ba7672,a4667218,,,,c9d4222a,55dd3565,,,
27755646,0,1,24,24,0,17,19,26,0,1,1,4,24,0,68fd1e64,92f101be,a9ce5105,37da79f2,25c83c98,7e0ccccf,97f8984c,5b392875,a73ee510,3b08e48b,d75847b4,4b74e568,11aa1375,64c94865,7da29044,9a5d21d7,27c07bd6,20157126,21ddcdc9,b1252a9d,1b066b14,c9d4222a,423fab69,68b0d77c,001f3601,074bb89f
27757682,1,2,6,,10,15,,0,29,4,0,0,,4,05db9164,0c0567c2,d53e369c,d3601d6d,25c83c98,7e0ccccf,dc7659bd,45f7c2dd,a73ee510,f322117a,e51ddf94,052636ef,3516f6e6,b28479f6,1e82594c,0bab3146,e5ba7672,98c4d3e0,,,9ea23abf,c9d4222a,3a171ecb,7fb4ff91,,
27760478,0,0,1,2,2,2831,204,2,18,79,0,1,,2,05db9164,064c8f31,43a795a8,be13fbd1,25c83c98,fe6b92e5,f00bddf8,1f89b562,a73ee510,6a002f59,55795b33,277cb5a2,39795005,b28479f6,93625cba,b06f79e3,d4bb7bd8,3987fb8a,21ddcdc9,5840adea,45fdf300,,32c7478e,a6e7d8d3,001f3601,2fede552
27769886,0,6,31,92,14,5,9,6,14,14,1,1,,9,68fd1e64,39dfaa0d,2c7988b8,7cd32d15,4cf72387,7e0ccccf,4a6cd52c,5b392875,a73ee510,6c47047a,33af950b,8c3e43fa,1f96eb41,b28479f6,2223bbe1,72510130,e5ba7672,df4fffb7,21ddcdc9,5840adea,9d6724d9,c9d4222a,3a171ecb,ba52daeb,010f6491,aa5f0a15
27805902,0,,137,101,1,4304,838,1,27,295,,1,,19,05db9164,8ab240be,b8611173,fef92899,25c83c98,7e0ccccf,d7ea84dc,5b392875,a73ee510,ff7d71b8,6939835e,9b4f6824,dc1d72e4,b28479f6,55ea1fa2,8089ef37,e5ba7672,ca533012,21ddcdc9,5840adea,6deaf3bf,,32c7478e,4fadadc4,445bbe3b,cfd96da1
27826124,0,8,28,25,19,2,6,9,23,60,1,2,0,1,05db9164,38d50e09,059b987c,039346f1,25c83c98,7e0ccccf,103c17bc,0b153874,a73ee510,f359604e,e6e0c2dc,cd9f20fa,e9332a03,1adce6ef,e2c18d5a,c737b3d4,e5ba7672,582152eb,21ddcdc9,5840adea,3c7fc748,,3a171ecb,37cc789e,001f3601,1c57d70a
27828120,0,,6,24,23,2128,107,44,24,32,,7,0,23,8cf07265,04e09220,71947b86,bf9e41b6,4cf72387,7e0ccccf,fb0e0635,0b153874,a73ee510,cb8bd380,58d7f05a,8529d3b4,b1451e1a,07d13a8f,e8595dcb,33a1f420,e5ba7672,e161d23a,,,f22e0924,,423fab69,ded4aac9,,
27855909,1,0,156,,5,2180,37,3,6,53,0,2,,5,05db9164,453a17e8,02590bf6,86cb7297,25c83c98,7e0ccccf,dc7659bd,0b153874,a73ee510,efea433b,e51ddf94,4fc024a4,3516f6e6,07d13a8f,b562486e,8e33a274,07c540c4,1292d860,,,bfb8026c,,32c7478e,f0810335,,
27857610,1,1,685,2,0,1,0,1,0,0,1,1,,0,05db9164,09e68b86,4bd49689,f55645df,25c83c98,fe6b92e5,8ea060ec,0b153874,a73ee510,3b08e48b,8f68a279,480bde65,7eb73375,07d13a8f,907a361f,731fb6c9,d4bb7bd8,901e19dc,0ec8d23c,b1252a9d,90756215,,32c7478e,237343db,e8b83407,a034ca84
27880121,1,0,5,10,17,1882,71,12,38,114,0,4,0,17,be589b51,38d50e09,92eb3174,88e439d9,4cf72387,fe6b92e5,cee7e902,0b153874,a73ee510,5139ddc4,30b2a438,604f499b,aebdb575,07d13a8f,e2275836,8e662061,e5ba7672,fffe2a63,21ddcdc9,b1252a9d,872c22d6,ad3062eb,c7dc6720,df487a73,001f3601,c27f155b
27883597,1,9,0,1,,69,0,9,0,0,1,1,,,be589b51,78ccd99e,153d848d,9f10f3b2,25c83c98,6f6d9be8,e773d3a8,5b392875,a73ee510,06965c3d,5de52301,299582d9,510f15b3,07d13a8f,162f3329,09948b41,e5ba7672,e7e991cb,c4209246,a458ea53,cf744eda,,32c7478e,ef15820d,e8b83407,316b9ae1
27907876,0,0,2,4,2,4181,40,11,4,155,0,3,,2,05db9164,403ea497,2cbec47f,3e2bfbda,25c83c98,,968a6688,5b392875,a73ee510,e851ff7b,f25fe7e9,21a23bfe,dd183b4c,07d13a8f,e3209fc2,587267a3,e5ba7672,a78bd508,21ddcdc9,5840adea,c2a93b37,,32c7478e,1793a828,e8b83407,2fede552
27918719,0,,-1,124,45,8984,,0,42,45,,0,,45,68fd1e64,287130e0,84555bbc,fd5ac2e7,4cf72387,7e0ccccf,2a8c42b0,0b153874,a73ee510,3b08e48b,7fd08581,fe81bb7b,f9cef5cc,1adce6ef,310d155b,7cba0ebf,776ce399,891589e7,97f9ffcc,b1252a9d,187fd362,,32c7478e,e6e2db88,ea9a246c,17346bbb
27930659,0,2,11,3,4,89,6,3,4,450,1,2,,6,05db9164,0b8e9caf,a907f134,24031442,25c83c98,fbad5c96,e88b2a65,0b153874,a73ee510,3b08e48b,0bb50cb2,65ed1840,d6b5c454,b28479f6,5340cb84,ecbb1f29,07c540c4,ca6a63cf,,,388c0ea9,,3a171ecb,08b0ce98,,
27944091,0,0,1,,5,1578,74,8,14,20,0,1,,5,05db9164,38d50e09,f27a97c9,80d8555a,4cf72387,fe6b92e5,5fbd9170,0b153874,a73ee510,474773a7,2bcfb78f,cfc86806,e6fc496d,b28479f6,e70e26cb,146a70fd,e5ba7672,bc55074b,21ddcdc9,5840adea,cbec39db,,32c7478e,cedad179,001f3601,9a556cfc
27965655,0,,1,7,6,288,,0,6,6,,0,,6,5a9ed9b0,78ccd99e,09b2a44d,419fd98b,43b19349,fe6b92e5,357f5397,0b153874,a73ee510,f6e4bc4d,78328c52,9d688e76,ea9c146e,1adce6ef,b00d57a8,ab4730c1,d4bb7bd8,e7e991cb,21ddcdc9,a458ea53,431a5e6f,,32c7478e,c846ece6,e8b83407,770b83be
27982846,0,3,0,27,0,660,29,9,43,93,1,4,,1,09ca0b81,95e2d337,07f6f4ce,1aa27b29,25c83c98,,1662de8f,233428af,a73ee510,e8c6d5af,dd244141,1565f4f4,468f0632,07d13a8f,4e505ea3,26cdb724,e5ba7672,7b06fafe,9437f62f,a458ea53,eb4c8a61,,be7c41b4,791d26d0,2bf691b1,69c18da4
27984341,1,,0,1,,1938,0,7,1,10,,2,,,05db9164,09e68b86,40892a1c,077b159b,25c83c98,fbad5c96,0dbf2675,0b153874,a73ee510,eab8822a,88196a93,a68622d9,1211c647,b28479f6,52baadf5,19d0c9a4,e5ba7672,5aed7436,65b79aa2,a458ea53,77ba8778,c0061c6d,32c7478e,3fdb382b,e8b83407,49d68486
27991437,1,,1,1,,4648,3,5,0,16,,3,,,05db9164,89ddfee8,8e8b0cb7,d39b3920,25c83c98,7e0ccccf,ad3508b1,37e4aa92,a73ee510,f222bf9e,ad757a5a,63494d02,93b18cb5,b28479f6,25753fb1,b736b196,e5ba7672,5bb2ec8e,7839a083,a458ea53,03781a32,,c7dc6720,5fd83d34,f0f449dd,d7f91b27
28006421,1,5,18,,22,25,27,23,45,126,2,10,,19,ae82ea21,2ae0a573,c5d94b65,5cc8f91d,25c83c98,,753aa291,0b153874,a73ee510,733b729f,d20ffd8f,75c79158,6619af2b,ad1cc976,b046231a,208d4baf,e5ba7672,3e340673,,,6a909d9a,,c3dc6cef,1f68c81f,,
28007976,0,,1,2,2,11327,228,6,2,65,,2,,2,5a9ed9b0,38a947a1,bd4d1b8d,097de257,4cf72387,fbad5c96,2e62d414,0b153874,a73ee510,fa303997,258875ea,3263408b,dcc8f90a,07d13a8f,456583e6,c57bda3a,e5ba7672,4b0f5ddd,,,6fb7987f,,32c7478e,9b7eed78,,
28013054,1,,-1,,,15887,,0,4,9,,0,,,05db9164,71ca0a25,d40a637c,867d05be,25c83c98,6f6d9be8,e4ae4052,0b153874,a73ee510,3b08e48b,ed062f7d,6ce4aa4b,79101aa3,b28479f6,a67c19b7,668f77c8,1e88c74f,9bf8ffef,21ddcdc9,5840adea,a405b38c,,32c7478e,a9a2ac1a,001f3601,409c7293
28022178,0,,231,,2,2979,31,2,9,16,,1,,2,8cf07265,2eb7b10e,d9abcb3e,7736081b,25c83c98,fbad5c96,a663a0d0,0b153874,a73ee510,f26b7f57,cdb97ac0,af02f5db,0ba7fd89,07d13a8f,6d737967,3cc18320,07c540c4,9378e2ce,,,7f1a6c59,ad3062eb,3a171ecb,45b2acf4,,
28028434,0,,0,131,,220351,,,0,,,,,,68fd1e64,38d50e09,2c2915ad,a92a2097,4cf72387,7e0ccccf,301e3e06,1f89b562,7cc72ec2,980d90f4,df29f7bb,c23bca28,67b031b4,07d13a8f,ee569ce2,ebc92e5f,e5ba7672,582152eb,21ddcdc9,5840adea,9e805f53,,32c7478e,01eb9c81,001f3601,fab6966b
28089058,0,67,0,,7,25,7,67,26,25,2,2,,7,05db9164,ae46a29d,ba91d4ee,f922efad,25c83c98,fe6b92e5,c4cf3750,0b153874,a73ee510,42429aab,9d7e66c3,d9a48ec6,df957573,b28479f6,98a7a09e,e2e2fcd9,e5ba7672,6eb2b18a,,,b964dee0,,bcdee96c,b34f3128,,
28090860,1,,-1,,,190867,,,0,,,,,,8cf07265,4f25e98b,3dd0c426,ab52da0f,4cf72387,6f6d9be8,4b3c7cfe,0b153874,7cc72ec2,7d92dc49,8b94178b,ace843df,025225f2,b28479f6,8ab5b746,823a0874,e5ba7672,7ef5affa,3edfe27a,b1252a9d,558cc24f,,32c7478e,3fdb382b,001f3601,a39e1586
28110627,0,9,0,12,7,345,7,9,9,7,1,1,,7,05db9164,8947f767,c7e7a6b4,67ab6dbe,25c83c98,7e0ccccf,afa309bd,62c159ed,a73ee510,ceb10289,77212bd7,0470fde0,7203f04e,1adce6ef,ba8b8b16,6fb17bab,e5ba7672,bd17c3da,c5849342,a458ea53,56ff6dc8,,423fab69,75db200f,010f6491,1241a345
28112251,1,0,1,1,4,1853,40,82,19,758,0,22,,4,68fd1e64,d4e5ee28,f8ec3a05,cdd0a2af,25c83c98,,ab06dceb,0b153874,a73ee510,3b08e48b,753571c7,6338b4d9,afd04e3a,64c94865,79aae8a5,5cb4ed35,e5ba7672,8f9b4e88,,,ee0d0da4,,32c7478e,8a3cfad4,,
28137981,0,,1,1,,10549,,0,0,2,,0,,,41edac3d,38d50e09,0fc95866,88e439d9,25c83c98,13718bbd,dc63c936,5b392875,a73ee510,3b08e48b,53b6a492,23253c33,d1019a93,07d13a8f,fa321567,0607e9c3,776ce399,52b872ed,21ddcdc9,a458ea53,1d970d19,,be7c41b4,df487a73,001f3601,c27f155b
28138601,0,,9,5,8,342,,0,9,9,,0,,8,05db9164,a5b69ae3,003f419b,ff852091,f281d2a7,7e0ccccf,1f95210c,51d76abe,a73ee510,3b08e48b,ecbdabbe,349450bc,f61ef1e3,07d13a8f,64748fbe,6615ffe6,776ce399,a1654f4f,21ddcdc9,5840adea,3dd38d65,,be7c41b4,c2fe6ca4,2bf691b1,cb451a6d
28144167,0,1,2693,5,,479,9,1,2,2,1,1,,,05db9164,09e68b86,bd0fb4a9,7228b7cd,4cf72387,,81744249,37e4aa92,a73ee510,7259dc52,620f5b56,d19f712b,9e1f2dd1,b28479f6,52baadf5,232a6148,d4bb7bd8,5aed7436,2cb1577b,b1252a9d,32723d15,,32c7478e,3fdb382b,e8b83407,49d68486
28145418,0,,70,28,12,5,,0,11,12,,0,,12,d4b08d58,80e26c9b,6cd0afc4,85dd697c,25c83c98,7e0ccccf,5b0479b1,0b153874,a73ee510,3b08e48b,d01b247d,1e0eff6f,8ef1b3d5,07d13a8f,e8f4b767,2d0bbe92,776ce399,005c6740,21ddcdc9,5840adea,b89333b6,,32c7478e,1793a828,e8b83407,b9809574
28148653,1,6,13,52,30,15,21,12,36,38,1,2,,19,5a9ed9b0,4f25e98b,b393df87,c3fecae9,384874ce,7e0ccccf,c59871a4,0b153874,a73ee510,d2f1c80c,62042a07,8d33fe00,7a7b8db5,8ceecbc8,5525889d,0fd4fbad,e5ba7672,9e4517be,3014a4b1,5840adea,572bdde8,c9d4222a,32c7478e,9fa3e01a,001f3601,d9bcfc08
28151522,0,,1,21,1,34719,,0,1,1,,0,,1,68fd1e64,207b2d81,d52980aa,b66d15e3,25c83c98,fbad5c96,54e00ca3,5b392875,a73ee510,3b08e48b,8b7c8abd,b519c595,db6a4bd8,b28479f6,3c767806,7c8ae841,776ce399,395856b0,21ddcdc9,b1252a9d,605305ee,ad3062eb,c7dc6720,f090fae7,001f3601,b8bdfa7e
28157563,1,8,-1,7,4,0,1,8,4,4,1,1,9,1,8cf07265,95e2d337,e89fa497,06ce4c4a,43b19349,13718bbd,468a0854,0b153874,a73ee510,3b08e48b,a60de4e5,25ca9201,605bbc24,07d13a8f,4e505ea3,a5d59761,8efede7f,7b06fafe,a18beb4f,a458ea53,bfd95a58,,32c7478e,08f469e6,2bf691b1,c1f5c61c
28165280,1,,-1,7,15,3096,26,8,17,88,,4,,15,68fd1e64,95e2d337,db0d1e01,ebc42d91,25c83c98,7e0ccccf,ec2174ab,5b392875,a73ee510,3b08e48b,bb40a095,cf681365,4af5f8c2,b28479f6,17a3bcd8,12daa519,e5ba7672,7b06fafe,21ddcdc9,5840adea,a921d7b8,,bcdee96c,1b256e61,b9266ff0,3ff1af9e
28175501,1,1,-1,,0,1,8,2,7,6,0,1,0,0,8cf07265,207b2d81,9e689ef6,575fa1d5,25c83c98,7e0ccccf,8de03920,0b153874,a73ee510,fcd76f02,5e4d7944,e866f6d5,ef2542c1,64c94865,11b2ae92,ac12d292,07c540c4,395856b0,21ddcdc9,b1252a9d,c26b057b,,3a171ecb,456a3bba,001f3601,89e1abe5
28182055,0,,120,2,2,5837,82,3,10,69,,1,,2,7e5c2ff4,b56822db,7da86e4b,b733e495,25c83c98,7e0ccccf,c8cfd10e,5b392875,a73ee510,3b08e48b,75d349ab,ed397d6b,2985dfa2,b28479f6,a9d1ba1a,056d8866,07c540c4,38dce391,21ddcdc9,b1252a9d,deaf6b52,,32c7478e,d9556584,001f3601,6c27a535
28182587,0,1,181,18,18,1463,36,8,35,150,0,4,,18,05db9164,421b43cd,51d61ac7,29998ed1,25c83c98,fe6b92e5,a6a575e6,0b153874,a73ee510,0741dc88,4829f487,6aaba33c,2180053c,b28479f6,e1ac77f7,b041b04a,e5ba7672,2804effd,,,723b4dfd,,bcdee96c,b34f3128,,
28191807,0,12,13,8,63,64,58,169,9,5820,2,17,,58,eff01653,ef69887a,e48f0f55,13508380,4cf72387,7e0ccccf,ec1a1856,51d76abe,a73ee510,8ce94bed,a04e019f,516e724b,07a906b4,07d13a8f,9b5a6a83,8c454ee3,e5ba7672,f953a972,55dd3565,b1252a9d,8e542f15,,423fab69,45ab94c8,47907db5,c84c4aec
28202072,1,6,173,13,1,11,0,41,1,2,1,2,,0,58bdf13a,942f9a8d,4bdd7780,c2fcecf6,25c83c98,fbad5c96,49b74ebc,0b153874,a73ee510,0e9ead52,c4adf918,377840d5,85dbe138,07d13a8f,a8e962af,147b7853,e5ba7672,1f868fdd,21ddcdc9,b1252a9d,bf62aed8,ad3062eb,32c7478e,38be899f,e8b83407,9bef54fd
28208499,0,6,1,17,4,14,5,6,3,4,1,1,1,4,87552397,d97d4ce8,c725873a,d0189e5a,f281d2a7,,856fe7ba,f504a6f4,a73ee510,88c5e4c8,c5d99561,49fee879,8da63ccd,b28479f6,936289f3,3b87fa92,3486227d,fb342121,21ddcdc9,5840adea,d90f665b,,32c7478e,6c1cdd05,ea9a246c,1219b447
